"Začiatok vykazovania","Koniec vykazovania","Názov reklamy","Názov kampane","Doručovanie reklám",Spustenie,Koniec,"Rozpočet zostavy reklám","Typ rozpočtu zostavy reklám","Minutá suma (EUR)","Purchases conversion value","ROAS pre nákupy (Návratnosť reklamných výdavkov)",Nákupy,"Cena za jeden nákup (EUR)","Average purchases conversion value [Incremental attribution all conversions]","CPM (cena za 1000 impresií) (EUR)",Impresie,Dosah,Frekvencia,"Odchodové kliknutia","Cena za odchodové kliknutie (EUR)","Outbound CTR (click-through rate)","Jedinečné odchodové CTR (miera prekliknutia)","Pridania do košíka","Cena za pridanie do košíka (EUR)","Hodnota konverzie pridaní do košíka","Purchases rate per landing page views","Purchases rate per link clicks","Pozretia cieľovej stránky","Cena za pozretie cieľovej stránky (EUR)","Post engagements","Cena za interakciu s príspevkom (EUR)","Komentáre k príspevku","Uloženia príspevkov","Zdieľania príspevku"
2025-05-01,2025-05-31,"blog hrdze",sanaplant_boosting,inactive,2025-04-29,2025-05-06,20,Celkový,15.72,,,,,,0.925414,16987,11987,1.417119,86,0.182791,0.50627,0.642363,,,,0,0,1,15.72,241,0.065228,,1,7
2025-05-01,2025-05-31,"Deviz 90",sanaplant_boosting,inactive,2025-05-05,2025-05-12,20,Celkový,20,,,,,,2.26142,8844,5193,1.703062,24,0.833333,0.27137,0.442904,4,5,446.02,0,0,11,1.818182,184,0.108696,,3,9
2025-05-01,2025-05-31,"IG Deviz 90",sanaplant_boosting,inactive,2025-05-05,2025-05-12,20,Celkový,19.95,,,,,,10.783784,1850,1341,1.379567,21,0.95,1.135135,1.491424,,,,0,0,5,3.99,127,0.157087,1,,
2025-05-01,2025-05-31,"HydroHumat - doprajte rastlinám správnu výživu",sanaplant_products_traffic,inactive,2025-04-10,Prebieha,5,Denne,14.91,,,,,,1.622239,9191,5727,1.604854,128,0.116484,1.392667,1.781037,6,2.485,89.08,0,0,31,0.480968,129,0.115581,,,
2025-05-01,2025-05-31,"HydroHumat - prírodná sila pre zdravú pôdu",sanaplant_products_traffic,inactive,2025-04-10,Prebieha,5,Denne,58.33,,,,,,1.892479,30822,11916,2.586606,839,0.069523,2.722082,4.380665,2,29.165,10.34,0,0,389,0.149949,884,0.065984,,5,3
2025-05-01,2025-05-31,"IG Gunner",sanaplant_boosting,inactive,2025-05-12,2025-05-21,20,Celkový,20,,,,,,21.253985,941,658,1.430091,3,6.666667,0.31881,0.455927,,,,0,0,,,146,0.136986,,,
2025-05-01,2025-05-31,"Zdravé rastliny = bohatá úroda",sanaplant_products_conv,inactive,2025-05-12,Prebieha,5,Denne,97.27,134.42,1.381927,2,48.635,67.21,5.692965,17086,5085,3.360079,250,0.38908,1.463186,3.284169,19,5.119474,650.03,1.190476,0.8,168,0.578988,272,0.35761,,3,1
2025-05-01,2025-05-31,"FB Molica skleníková",sanaplant_boosting,inactive,2025-05-13,2025-05-23,20,Celkový,20,,,,,,1.990644,10047,6060,1.657921,4,5,0.039813,0.066007,,,,0,0,1,20,312,0.064103,6,8,72
2025-05-01,2025-05-31,"IG Molica skleníková",sanaplant_boosting,inactive,2025-05-13,2025-05-23,20,Celkový,20,,,,,,13.12336,1524,1039,1.466795,,,,,,,,0,0,,,129,0.155039,,2,
2025-05-01,2025-05-31,silva_tabs,sanaplant_product_catalog,inactive,2025-05-20,Prebieha,"Using campaign budget",0,45.83,,,,,,4.254944,10771,5119,2.104122,71,0.645493,0.659177,1.152569,7,6.547143,48.95,0,0,40,1.14575,91,0.503626,,1,
2025-05-01,2025-05-31,"IG Malý motýľ, veľký problém",sanaplant_boosting,inactive,2025-05-22,2025-05-31,20,Celkový,19.99,,,,,,9.847291,2030,1424,1.425562,19,1.052105,0.935961,1.123596,,,,0,0,8,2.49875,137,0.145912,,2,
2025-05-01,2025-05-31,"FB Malý motýľ, veľký problém",sanaplant_boosting,inactive,2025-05-22,2025-05-23,20,Celkový,20,,,,,,2.441108,8193,7236,1.132255,5,4,0.061028,0.069099,,,,0,0,2,10,196,0.102041,4,4,21
