"Začiatok vykazovania","Koniec vykazovania","Názov reklamy","Názov kampane","Doručovanie reklám",Spustenie,Koniec,"Rozpočet zostavy reklám","Typ rozpočtu zostavy reklám","Minutá suma (EUR)","Purchases conversion value","ROAS pre nákupy (Návratnosť reklamných výdavkov)",Nákupy,"Cena za jeden nákup (EUR)","Average purchases conversion value [Incremental attribution all conversions]","CPM (cena za 1000 impresií) (EUR)",Impresie,Dosah,Frekvencia,"Odchodové kliknutia","Cena za odchodové kliknutie (EUR)","Outbound CTR (click-through rate)","Jedinečné odchodové CTR (miera prekliknutia)","Pridania do košíka","Cena za pridanie do košíka (EUR)","Hodnota konverzie pridaní do košíka","Purchases rate per landing page views","Purchases rate per link clicks","Pozretia cieľovej stránky","Cena za pozretie cieľovej stránky (EUR)","Post engagements","Cena za interakciu s príspevkom (EUR)","Komentáre k príspevku","Uloženia príspevkov","Zdieľania príspevku"
2025-03-01,2025-03-31,"Ochrana stromov pred mrazmi REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,5.51,26.01,4.720508,1,5.51,26.01,3.073062,1793,1200,1.494167,13,0.423846,0.725042,1.083333,4,1.3775,52.04,12.5,7.692308,8,0.68875,17,0.324118,,,
2025-03-01,2025-03-31,"Jarné mrazy môžu zničiť úrodu",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.29,,,,,,2.843137,102,87,1.172414,1,0.29,0.980392,1.149425,,,,0,0,,,1,0.29,,,
2025-03-01,2025-03-31,"Hydrohumat aktivuje pôdu cena",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,9.03,,,,,,3.363128,2685,1386,1.937229,42,0.215,1.564246,2.525253,,,,0,0,23,0.392609,47,0.192128,,,
2025-03-01,2025-03-31,"Zdravá pôda, silné rastliny",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,0.11,,,,,,6.470588,17,16,1.0625,,,,,,,,0,0,,,,,,,
2025-03-01,2025-03-31,"Prírodná sila pre zdravú pôdu",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,8.22,,,,,,4.393373,1871,1220,1.533607,34,0.241765,1.81721,2.295082,,,,0,0,23,0.357391,40,0.2055,,2,
2025-03-01,2025-03-31,"Hydrohumat aktivuje pôdu cena",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,17.64,197.86,11.216553,4,4.41,49.465,5.662921,3115,1765,1.764873,65,0.271385,2.086677,2.66289,9,1.96,136.52,10.526316,6.153846,38,0.464211,71,0.248451,,,1
2025-03-01,2025-03-31,"Zdravá pôda, silné rastliny",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,5.91,142.26,24.071066,1,5.91,142.26,4.649882,1271,865,1.469364,14,0.422143,1.101495,1.387283,2,2.955,680.94,11.111111,7.142857,9,0.656667,18,0.328333,,2,
2025-03-01,2025-03-31,"Prírodná sila pre zdravú pôdu",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,23.33,,,,,,4.906414,4755,2542,1.870574,70,0.333286,1.472135,2.20299,1,23.33,10.34,0,0,46,0.507174,87,0.268161,,2,1
2025-03-01,2025-03-31,"Hydrohumat aktivuje pôdu cena",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,14.43,26.01,1.802495,1,14.43,26.01,3.868633,3730,1943,1.919712,52,0.2775,1.394102,2.213073,4,3.6075,187.24,3.125,1.886792,32,0.450938,60,0.2405,,,
2025-03-01,2025-03-31,"Prírodná sila pre zdravú pôdu",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,18.13,,,,,,5.490612,3302,1890,1.74709,59,0.307288,1.786796,2.751323,1,18.13,10.34,0,0,32,0.566563,65,0.278923,,,1
2025-03-01,2025-03-31,"Zdravá pôda, silné rastliny",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,5.24,,,,,,5.70185,919,676,1.359467,9,0.582222,0.979325,1.331361,,,,0,0,6,0.873333,13,0.403077,,,1
2025-03-01,2025-03-31,"Vyhrajte frigomax",sanaplant_boosting,inactive,2025-02-26,2025-03-06,40,Celkový,29.3,,,,,,2.585598,11332,5753,1.969755,,,,,,,,0,0,,,335,0.087463,76,4,30
2025-03-01,2025-03-31,"Ideálny pomocník pre milovníkov záhrad",sanaplant_boosting,inactive,2025-03-03,2025-03-10,20,Celkový,20,,,,,,1.553036,12878,6361,2.024524,90,0.222222,0.698866,1.336268,,,,0,0,41,0.487805,206,0.097087,,3,8
2025-03-01,2025-03-31,"5 dôvodov, prečo je HydroHumat",sanaplant_boosting,not_delivering,2025-03-06,2025-03-13,20,Celkový,14.01,,,,,,1.551151,9032,4417,2.044827,142,0.098662,1.572188,2.648857,2,7.005,191.97,0,0,39,0.359231,153,0.091569,,2,1
2025-03-01,2025-03-31,"Nedovoľte, aby jarné mrazy zničili vaše stromy REM",sanaplant_conversion_frigomax,inactive,2025-03-07,Prebieha,8,Denne,3.64,,,,,,2.834891,1284,923,1.391116,13,0.28,1.012461,1.408451,4,0.91,78.35,0,0,7,0.52,15,0.242667,,,
2025-03-01,2025-03-31,"Frigomax chat",sanaplant_conversion_frigomax,inactive,2025-03-07,Prebieha,8,Denne,0.06,,,,,,1.714286,35,34,1.029412,,,,,,,,0,0,,,1,0.06,,,
2025-03-01,2025-03-31,"Spoľahlivá ochrana ovocných stromov",sanaplant_conversion_frigomax,inactive,2025-03-07,Prebieha,8,Denne,10.67,158.22,14.828491,3,3.556667,52.74,2.608802,4090,2933,1.394477,37,0.288378,0.904645,1.091033,9,1.185556,172.37,12,8.108108,25,0.4268,45,0.237111,,,2
2025-03-01,2025-03-31,"Ochráňte svoje stromy pred jarnými mrazmi",sanaplant_conversion_frigomax,inactive,2025-03-07,Prebieha,8,Denne,12.21,38.91,3.186732,1,12.21,38.91,2.691799,4536,3450,1.314783,85,0.143647,1.873898,2.231884,5,2.442,78.35,1.666667,1.176471,60,0.2035,94,0.129894,,2,3
2025-03-01,2025-03-31,"Ochrana stromov pred mrazmi REM",sanaplant_conversion_frigomax,inactive,2025-03-07,Prebieha,8,Denne,0.08,,,,,,2.424242,33,33,1,,,,,,,,0,0,,,,,,,
2025-03-01,2025-03-31,"Sú vaše stromy pripravené na jarné mrazy? REM",sanaplant_conversion_frigomax,inactive,2025-03-07,Prebieha,8,Denne,2.91,,,,,,2.586667,1125,918,1.22549,9,0.323333,0.8,0.87146,1,2.91,15.67,0,0,7,0.415714,11,0.264545,,,
2025-03-01,2025-03-31,"Nedovoľte, aby jarné mrazy zničili vaše stromy REM",sanaplant_conversion_frigomax,inactive,2025-03-07,Prebieha,12,Denne,16.42,168.48,10.260658,4,4.105,42.12,3.585153,4580,2313,1.980112,70,0.234571,1.528384,2.594034,24,0.684167,264.84,9.756098,5.714286,41,0.400488,85,0.193176,,1,3
2025-03-01,2025-03-31,"Ochrana stromov pred mrazmi REM",sanaplant_conversion_frigomax,inactive,2025-03-07,Prebieha,12,Denne,0.11,,,,,,1.71875,64,56,1.142857,1,0.11,1.5625,1.785714,,,,0,0,,,2,0.055,,,
2025-03-01,2025-03-31,"Frigomax chat",sanaplant_conversion_frigomax,inactive,2025-03-07,Prebieha,12,Denne,0.08,,,,,,2.352941,34,33,1.030303,,,,,,,,0,0,,,,,,,
2025-03-01,2025-03-31,"Spoľahlivá ochrana ovocných stromov",sanaplant_conversion_frigomax,inactive,2025-03-07,Prebieha,12,Denne,4.08,,,,,,2.727273,1496,1266,1.181675,13,0.313846,0.868984,1.026856,,,,0,0,6,0.68,16,0.255,,,
2025-03-01,2025-03-31,"Sú vaše stromy pripravené na jarné mrazy? REM",sanaplant_conversion_frigomax,inactive,2025-03-07,Prebieha,12,Denne,10.7,135.36,12.650467,6,1.783333,22.56,2.512917,4258,2460,1.730894,40,0.2675,0.939408,1.422764,10,1.07,367.74,24,15,25,0.428,47,0.22766,,,1
2025-03-01,2025-03-31,"Ochráňte svoje stromy pred jarnými mrazmi",sanaplant_conversion_frigomax,not_delivering,2025-03-07,Prebieha,12,Denne,148.15,764.88,5.162875,26,5.698077,29.418462,2.621474,56514,25059,2.255238,851,0.174089,1.505822,2.925097,89,1.664607,1605.69,5.019305,3.055229,518,0.286004,939,0.157774,8,10,15
2025-03-01,2025-03-31,"Prírodná sila pre zdravú pôdu",sanaplant_conversion_hydrohumat,inactive,2025-03-10,Prebieha,1,Denne,0.04,,,,,,40,1,1,1,,,,,,,,0,0,,,,,,,
2025-03-01,2025-03-31,"Hydrohumat aktivuje pôdu cena",sanaplant_conversion_hydrohumat,inactive,2025-03-10,Prebieha,1,Denne,0.05,,,,,,2,25,20,1.25,,,,,,,,0,0,,,,,,,
2025-03-01,2025-03-31,"Prírodná sila pre zdravú pôdu",sanaplant_conversion_hydrohumat,inactive,2025-03-10,Prebieha,1,Denne,0.69,36.56,52.985507,1,0.69,36.56,5.267176,131,117,1.119658,1,0.69,0.763359,0.854701,1,0.69,31.02,100,100,1,0.69,2,0.345,,,
2025-03-01,2025-03-31,"🥔 Nová pestovateľská sezóna začína",conversion_sadbove_zemiaky,inactive,2025-03-10,2025-04-11,100,Celkový,65.74,991.57,15.083207,17,3.867059,58.327647,2.047911,32101,13464,2.38421,806,0.081563,2.510825,4.523173,90,0.730444,2957,3.195489,2.109181,532,0.123571,921,0.071379,2,1,2
2025-03-01,2025-03-31,"Zdravá pôda, silné rastliny",sanaplant_conversion_hydrohumat_new,inactive,2025-03-13,Prebieha,1,Denne,6.09,,,,,,4.691834,1298,669,1.940209,18,0.338333,1.386749,2.242152,,,,0,0,9,0.676667,20,0.3045,,,
2025-03-01,2025-03-31,"Hydrohumat aktivuje pôdu cena",sanaplant_conversion_hydrohumat_new,inactive,2025-03-13,Prebieha,1,Denne,5.58,,,,,,4.383346,1273,704,1.808239,33,0.169091,2.592302,3.409091,1,5.58,10.34,0,0,26,0.214615,40,0.1395,,,1
2025-03-01,2025-03-31,"Už viete, prečo vaša pôda potrebuje Hydruhumat",sanaplant_conversion_hydrohumat_new,inactive,2025-03-13,Prebieha,9,Denne,1.52,31.5,20.723684,1,1.52,31.5,4.130435,368,309,1.190939,3,0.506667,0.815217,0.970874,3,0.506667,41.25,33.333333,33.333333,3,0.506667,58,0.026207,,,1
2025-03-01,2025-03-31,"Chcete zdravšiu, úrodnejšiu pôdu a silnejšie rastliny?",sanaplant_conversion_hydrohumat_new,inactive,2025-03-13,Prebieha,9,Denne,28.11,,,,,,3.236615,8685,5209,1.667307,75,0.3748,0.863558,1.209445,4,7.0275,37.27,0,0,48,0.585625,2086,0.013476,,,1
2025-03-01,2025-03-31,"HydroHumát - doprajte rastlinám správnu výživu",sanaplant_conversion_hydrohumat_new,inactive,2025-03-13,Prebieha,9,Denne,28.98,199.9,6.897861,3,9.66,66.633333,3.673004,7890,4180,1.88756,110,0.263455,1.39417,1.698565,6,4.83,234.41,4.347826,2.727273,69,0.42,792,0.036591,,1,1
2025-03-01,2025-03-31,"Chcete zdravšiu, úrodnejšiu pôdu a silnejšie rastliny?",sanaplant_conversion_hydrohumat_new,inactive,2025-03-13,Prebieha,3,Denne,1.19,,,,,,2.662192,447,371,1.204852,3,0.396667,0.671141,0.808625,,,,0,0,3,0.396667,136,0.00875,,,
2025-03-01,2025-03-31,"Už viete, prečo vaša pôda potrebuje Hydruhumat",sanaplant_conversion_hydrohumat_new,inactive,2025-03-13,Prebieha,3,Denne,5.09,,,,,,4.880153,1043,763,1.366972,9,0.565556,0.862895,1.179554,,,,0,0,5,1.018,197,0.025838,,2,1
2025-03-01,2025-03-31,"HydroHumát - doprajte rastlinám správnu výživu",sanaplant_conversion_hydrohumat_new,inactive,2025-03-13,Prebieha,3,Denne,4.31,,,,,,4.457084,967,757,1.277411,10,0.431,1.034126,1.321004,,,,0,0,5,0.862,131,0.032901,,1,
2025-03-01,2025-03-31,"Už viete, prečo vaša pôda potrebuje Hydruhumat",sanaplant_conversion_hydrohumat_new,inactive,2025-03-13,Prebieha,2.5,Denne,11.43,,,,,,4.886704,2339,1360,1.719853,46,0.248478,1.966652,3.088235,,,,0,0,23,0.496957,466,0.024528,,1,
2025-03-01,2025-03-31,"Chcete zdravšiu, úrodnejšiu pôdu a silnejšie rastliny?",sanaplant_conversion_hydrohumat_new,inactive,2025-03-13,Prebieha,2.5,Denne,3.34,,,,,,3.190067,1047,901,1.162042,3,1.113333,0.286533,0.332963,,,,0,0,2,1.67,239,0.013975,,,
2025-03-01,2025-03-31,"HydroHumát - doprajte rastlinám správnu výživu",sanaplant_conversion_hydrohumat_new,inactive,2025-03-13,Prebieha,2.5,Denne,19.34,40.77,2.108066,2,9.67,20.385,4.211672,4592,2641,1.738735,72,0.268611,1.567944,2.006816,15,1.289333,809.52,4.347826,2.777778,46,0.420435,378,0.051164,,2,
2025-03-01,2025-03-31,"Môžu rastlinné vírusy nakaziť človeka?",sanaplant_boosting,inactive,2025-03-14,2025-03-21,20,Celkový,19.99,,,,,,2.040421,9797,5170,1.894971,4,4.9975,0.040829,0.077369,,,,0,0,3,6.663333,176,0.11358,27,1,4
2025-03-01,2025-03-31,POCAHONTAS,sanaplant_boosting,inactive,2025-03-17,2025-03-24,20,Celkový,19.95,112.21,5.624561,3,6.65,37.403333,1.225505,16279,8554,1.903086,149,0.133893,0.91529,1.519757,12,1.6625,270.5,3.703704,2.013423,81,0.246296,365,0.054658,1,5,7
2025-03-01,2025-03-31,"Ochráňte svoje stromy pred jarnými mrazmi REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,4.75,,,,,,4.357798,1090,456,2.390351,3,1.583333,0.275229,0.657895,,,,0,0,3,1.583333,7,0.678571,,,1
2025-03-01,2025-03-31,"Jar je tu",sanaplant_boosting,inactive,2025-03-20,2025-03-27,20,Celkový,19.99,,,,,,1.716469,11646,6085,1.913887,34,0.587941,0.291946,0.525883,,,,0,0,8,2.49875,181,0.110442,,1,1
2025-03-01,2025-03-31,ROSARA,sanaplant_boosting,inactive,2025-03-24,2025-03-31,20,Celkový,19.94,,,,,,1.355817,14707,8197,1.794193,16,1.24625,0.108792,0.195193,4,4.985,53.67,0,0,7,2.848571,275,0.072509,1,5,7
2025-03-01,2025-03-31,"Ochráňte svoje stromy pred jarnými mrazmi REM",sanaplant_conversion_frigomax,inactive,2025-03-25,Prebieha,2,Denne,1.21,,,,,,44.814815,27,19,1.421053,1,1.21,3.703704,5.263158,,,,0,0,1,1.21,3,0.403333,,,
2025-03-01,2025-03-31,"Ochráňte svoje stromy pred jarnými mrazmi",sanaplant_conversion_frigomax,inactive,2025-03-25,Prebieha,13,Denne,40.28,26.01,0.64573,1,40.28,26.01,2.83263,14220,7857,1.809851,100,0.4028,0.703235,1.183658,4,10.07,342.48,1.923077,1,52,0.774615,127,0.317165,1,2,3
2025-03-01,2025-03-31,exkluzivne_produkty,sanaplant_product_catalog,not_delivering,2025-03-27,Prebieha,"Using campaign budget",0,69.95,408.87,5.845175,1,69.95,408.87,3.714422,18832,8495,2.216833,103,0.679126,0.546941,1.01236,13,5.380769,1232.24,0.900901,0.625,111,0.63018,195,0.358718,,,4
2025-03-01,2025-03-31,"Pestujte ako profesionál",sanaplant_general_sales,inactive,2025-03-27,Prebieha,5,Denne,53.48,32.13,0.600785,1,53.48,32.13,5.265334,10157,5457,1.861279,121,0.441983,1.191297,1.795859,9,5.942222,84.1,1.428571,0.826446,70,0.764,133,0.402105,,3,1
2025-03-01,2025-03-31,"10 produktov Sanaplant",sanaplant_general_sales,inactive,2025-03-27,Prebieha,7,Denne,52.12,,,,,,5.079922,10260,5773,1.777239,125,0.41696,1.218324,1.732202,3,17.373333,78.8,0,0,74,0.704324,131,0.397863,,,
2025-03-01,2025-03-31,sikovny_gazda,sanaplant_product_catalog,inactive,2025-03-27,Prebieha,"Using campaign budget",0,68.94,64.38,0.933856,1,68.94,64.38,3.535747,19498,10609,1.837874,144,0.47875,0.738537,1.02743,21,3.282857,160.54,0.806452,0.490196,124,0.555968,216,0.319167,,,
2025-03-01,2025-03-31,zahradkari,sanaplant_product_catalog,inactive,2025-03-27,Prebieha,"Using campaign budget",0,69.16,135.98,1.966165,2,34.58,67.99,3.344779,20677,10855,1.904836,121,0.57157,0.585191,0.893597,8,8.645,280.54,2.272727,1.204819,88,0.785909,204,0.33902,,1,
