"Začiatok vykazovania","Koniec vykazovania","Názov reklamy","Názov kampane","Doručovanie reklám",Spustenie,Koniec,"Rozpočet zostavy reklám","Typ rozpočtu zostavy reklám","Minutá suma (EUR)","Purchases conversion value","ROAS pre nákupy (Návratnosť reklamných výdavkov)",Nákupy,"Cena za jeden nákup (EUR)","Average purchases conversion value [Incremental attribution all conversions]","CPM (cena za 1000 impresií) (EUR)",Impresie,Dosah,Frekvencia,"Odchodové kliknutia","Cena za odchodové kliknutie (EUR)","Outbound CTR (click-through rate)","Jedinečné odchodové CTR (miera prekliknutia)","Pridania do košíka","Cena za pridanie do košíka (EUR)","Hodnota konverzie pridaní do košíka","Purchases rate per landing page views","Purchases rate per link clicks","Pozretia cieľovej stránky","Cena za pozretie cieľovej stránky (EUR)","Post engagements","Cena za interakciu s príspevkom (EUR)","Komentáre k príspevku","Uloženia príspevkov","Zdieľania príspevku"
2025-02-01,2025-02-28,"Sezóna predpestovania sa začína - cena",sanaplant_conversion_minigarden,inactive,2025-02-16,Prebieha,1,Denne,5.5,,,,,,3.578399,1537,1159,1.326143,25,0.22,1.626545,2.157032,,,,0,0,13,0.423077,30,0.183333,,,
2025-02-01,2025-02-28,"Sezóna predpestovania sa začína",sanaplant_conversion_minigarden,inactive,2025-02-16,Prebieha,7,Denne,1.14,,,,,,2.864322,398,354,1.124294,6,0.19,1.507538,1.694915,,,,0,0,3,0.38,7,0.162857,,,
2025-02-01,2025-02-28,"Sezóna predpestovania sa začína",sanaplant_conversion_minigarden,inactive,2025-02-16,Prebieha,1,Denne,2.01,,,,,,3.210863,626,476,1.315126,8,0.25125,1.277955,1.470588,1,2.01,484.76,0,0,7,0.287143,9,0.223333,,,
2025-02-01,2025-02-28,"Sezóna predpestovania sa začína",sanaplant_conversion_minigarden,inactive,2025-02-16,Prebieha,2,Denne,1.07,,,,,,1.415344,756,638,1.184953,2,0.535,0.26455,0.31348,,,,0,0,2,0.535,2,0.535,,,
2025-02-01,2025-02-28,"Sezóna predpestovania sa začína - cena",sanaplant_conversion_minigarden,inactive,2025-02-16,Prebieha,2,Denne,0.67,,,,,,3.018018,222,201,1.104478,2,0.335,0.900901,0.995025,,,,0,0,2,0.335,2,0.335,,,
2025-02-01,2025-02-28,"Sezóna predpestovania sa začína - cena",sanaplant_conversion_minigarden,inactive,2025-02-16,Prebieha,7,Denne,5.19,,,,,,3.873134,1340,1101,1.217075,15,0.346,1.119403,1.362398,,,,0,0,10,0.519,17,0.305294,,,
2025-02-01,2025-02-28,"Jarné mrazy môžu zničiť úrodu",sanaplant_traffic_frigomax,inactive,2025-02-17,2025-02-24,20,Celkový,8.55,,,,,,1.183883,7222,5230,1.38088,130,0.065769,1.800055,2.179732,1,8.55,18.44,0,0,40,0.21375,141,0.060638,,1,1
2025-02-01,2025-02-28,"Hustý, zelený trávnik?",sanaplant_boosting,inactive,2025-02-19,2025-02-20,20,Celkový,19.82,,,,,,2.160453,9174,6358,1.442907,23,0.861739,0.250709,0.330293,,,,0,0,14,1.415714,130,0.152462,1,,3
2025-02-01,2025-02-28,"Sú vaše stromy pripravené na jarné mrazy? REM",sanaplant_traffic_frigomax,inactive,2025-02-20,Prebieha,1,Denne,0.12,,,,,,1.875,64,56,1.142857,,,,,,,,0,0,,,,,,,
2025-02-01,2025-02-28,"Nedovoľte, aby jarné mrazy zničili vaše stromy REM",sanaplant_traffic_frigomax,inactive,2025-02-20,Prebieha,1,Denne,0.04,,,,,,2,20,18,1.111111,,,,,,,,0,0,,,1,0.04,,,1
2025-02-01,2025-02-28,"Ochrana stromov pred mrazmi REM",sanaplant_traffic_frigomax,inactive,2025-02-20,Prebieha,1,Denne,0,,,,,,0,5,5,1,,,,,,,,0,0,,,,,,,
2025-02-01,2025-02-28,"Frigomax chat",sanaplant_traffic_frigomax,inactive,2025-02-20,Prebieha,1,Denne,0.84,,,,,,2.781457,302,228,1.324561,15,0.056,4.966887,6.140351,,,,0,0,9,0.093333,18,0.046667,,,1
2025-02-01,2025-02-28,"Ochrana stromov pred mrazmi REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.99,26.01,26.272727,1,0.99,26.01,3.485915,284,211,1.345972,7,0.141429,2.464789,3.317536,1,0.99,18.44,20,14.285714,5,0.198,8,0.12375,,,
2025-02-01,2025-02-28,"Frigomax chat",sanaplant_conversion_frigomax,not_delivering,2025-02-20,Prebieha,10,Denne,31.02,180.03,5.803675,7,4.431429,25.718571,3.493243,8880,5046,1.75981,220,0.141,2.477477,3.884265,21,1.477143,358.33,6.034483,3.181818,116,0.267414,266,0.116617,4,8,8
2025-02-01,2025-02-28,"Sú vaše stromy pripravené na jarné mrazy? REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.12,,,,,,2.727273,44,43,1.023256,1,0.12,2.272727,2.325581,,,,0,0,,,1,0.12,,,
2025-02-01,2025-02-28,"Spoľahlivá ochrana ovocných stromov",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,13,Denne,1.7,,,,,,4.086538,416,360,1.155556,14,0.121429,3.365385,3.888889,,,,0,0,6,0.283333,15,0.113333,,,
2025-02-01,2025-02-28,"Ochráňte svoje stromy pred jarnými mrazmi",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.27,,,,,,3.857143,70,60,1.166667,1,0.27,1.428571,1.666667,,,,0,0,,,3,0.09,,,
2025-02-01,2025-02-28,"Nedovoľte, aby jarné mrazy zničili vaše stromy REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,7.93,26.01,3.27995,1,7.93,26.01,2.728837,2906,1828,1.589716,58,0.136724,1.995871,2.625821,1,7.93,18.44,3.030303,1.724138,33,0.240303,66,0.120152,,3,2
2025-02-01,2025-02-28,"Frigomax chat",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,13,Denne,0.93,,,,,,2.943038,316,296,1.067568,12,0.0775,3.797468,4.054054,4,0.2325,73.76,0,0,6,0.155,12,0.0775,,,
2025-02-01,2025-02-28,"Nedovoľte, aby jarné mrazy zničili vaše stromy REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,1.55,,,,,,3.555046,436,383,1.138381,10,0.155,2.293578,2.349869,3,0.516667,48.59,0,0,4,0.3875,11,0.140909,,,
2025-02-01,2025-02-28,"Spoľahlivá ochrana ovocných stromov",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.08,,,,,,1.37931,58,57,1.017544,,,,,,,,0,0,,,,,,,
2025-02-01,2025-02-28,"Sú vaše stromy pripravené na jarné mrazy? REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.17,,,,,,2.575758,66,64,1.03125,,,,,,,,0,0,,,,,,,
2025-02-01,2025-02-28,"Ochráňte svoje stromy pred jarnými mrazmi",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,24.25,128.01,5.278763,5,4.85,25.602,2.790564,8690,5842,1.487504,207,0.11715,2.382048,3.200959,19,1.276316,350.36,3.875969,2.415459,129,0.187985,237,0.102321,,5,5
2025-02-01,2025-02-28,"Ochrana stromov pred mrazmi REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.35,,,,,,2.592593,135,115,1.173913,1,0.35,0.740741,0.869565,,,,0,0,1,0.35,1,0.35,,,
2025-02-01,2025-02-28,"Nedovoľte, aby jarné mrazy zničili vaše stromy REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,2.91,,,,,,3.553114,819,621,1.318841,22,0.132273,2.686203,2.898551,1,2.91,18.44,0,0,12,0.2425,27,0.107778,,,
2025-02-01,2025-02-28,"Frigomax chat",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,12.05,105.01,8.714523,4,3.0125,26.2525,2.97825,4046,2475,1.634747,83,0.145181,2.051409,3.070707,13,0.926923,251.98,8.333333,4.819277,48,0.251042,100,0.1205,2,2,3
2025-02-01,2025-02-28,"Spoľahlivá ochrana ovocných stromov",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.41,,,,,,3.333333,123,112,1.098214,9,0.045556,7.317073,8.035714,,,,0,0,4,0.1025,11,0.037273,,1,
2025-02-01,2025-02-28,"Ochráňte svoje stromy pred jarnými mrazmi",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,13,Denne,8.31,26.01,3.129964,1,8.31,26.01,2.590399,3208,2830,1.133569,73,0.113836,2.275561,2.332155,3,2.77,681.62,2.173913,1.369863,46,0.180652,80,0.103875,,1,4
2025-02-01,2025-02-28,"Ochráňte svoje stromy pred jarnými mrazmi",sanaplant_conversion_frigomax,not_delivering,2025-02-20,Prebieha,10,Denne,54.61,676.64,12.390405,21,2.600476,32.220952,2.954767,18482,9098,2.031435,433,0.12612,2.34282,3.912948,62,0.880806,2859.62,6.930693,4.849885,303,0.180231,490,0.111449,1,8,14
2025-02-01,2025-02-28,"Sú vaše stromy pripravené na jarné mrazy? REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.05,,,,,,2.631579,19,18,1.055556,,,,,,,,0,0,,,,,,,
2025-02-01,2025-02-28,"Frigomax chat",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.07,,,,,,2.1875,32,32,1,1,0.07,3.125,3.125,,,,0,0,1,0.07,1,0.07,,,
2025-02-01,2025-02-28,"Spoľahlivá ochrana ovocných stromov",sanaplant_conversion_frigomax,not_delivering,2025-02-20,Prebieha,10,Denne,6.34,78.03,12.307571,3,2.113333,26.01,3.479693,1822,1345,1.354647,38,0.166842,2.08562,2.379182,2,3.17,36.88,11.538462,7.894737,26,0.243846,44,0.144091,,,
2025-02-01,2025-02-28,"Ochrana stromov pred mrazmi REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.11,,,,,,1.864407,59,54,1.092593,1,0.11,1.694915,1.851852,,,,0,0,,,1,0.11,,,
2025-02-01,2025-02-28,"Prvá pomoc pre pestovateľov",sanaplant_boosting,inactive,2025-02-21,2025-02-28,20,Celkový,19.91,26.01,1.306379,1,19.91,26.01,1.559734,12765,6195,2.060533,92,0.216413,0.720721,1.291364,1,19.91,18.44,11.111111,1.086957,9,2.212222,355,0.056085,,15,16
2025-02-01,2025-02-28,"Jarné mrazy môžu zničiť úrodu",sanaplant_conversion_frigomax,not_delivering,2025-02-20,Prebieha,10,Denne,0.63,,,,,,2.715517,232,156,1.487179,6,0.105,2.586207,3.846154,,,,0,0,4,0.1575,7,0.09,,,
2025-02-01,2025-02-28,"Nedovoľte, aby jarné mrazy zničili vaše stromy REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.01,,,,,,1,10,10,1,,,,,,,,0,0,,,1,0.01,,,
2025-02-01,2025-02-28,"Sú vaše stromy pripravené na jarné mrazy? REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.12,,,,,,2.068966,58,43,1.348837,3,0.04,5.172414,6.976744,,,,0,0,2,0.06,3,0.04,,,
2025-02-01,2025-02-28,"Ochrana stromov pred mrazmi REM",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.11,,,,,,2.391304,46,40,1.15,2,0.055,4.347826,5,1,0.11,36.88,0,0,2,0.055,2,0.055,,,
2025-02-01,2025-02-28,"Jarné mrazy môžu zničiť úrodu",sanaplant_conversion_frigomax,inactive,2025-02-20,Prebieha,5,Denne,0.06,,,,,,2.857143,21,18,1.166667,,,,,,,,0,0,,,,,,,
2025-02-01,2025-02-28,"Prírodná sila pre zdravú pôdu",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,2.5,Denne,0.75,,,,,,3.605769,208,186,1.11828,2,0.375,0.961538,1.075269,,,,0,0,2,0.375,2,0.375,,,
2025-02-01,2025-02-28,"Hydrohumat aktivuje pôdu cena",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,2.5,Denne,0.77,,,,,,3.484163,221,190,1.163158,2,0.385,0.904977,1.052632,,,,0,0,1,0.77,3,0.256667,,,
2025-02-01,2025-02-28,"Zdravá pôda, silné rastliny",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,2.5,Denne,8.14,103.24,12.683047,1,8.14,103.24,3.650224,2230,1505,1.481728,32,0.254375,1.434978,1.79402,1,8.14,86.25,4.347826,3.125,23,0.353913,37,0.22,,,1
2025-02-01,2025-02-28,"Hydrohumat aktivuje pôdu cena",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,9.09,17.81,1.959296,1,9.09,17.81,3.508298,2591,1575,1.645079,55,0.165273,2.122733,2.730159,3,3.03,213.4,2.777778,1.818182,36,0.2525,62,0.146613,,,
2025-02-01,2025-02-28,"Zdravá pôda, silné rastliny",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,0.39,,,,,,2.241379,174,166,1.048193,3,0.13,1.724138,1.807229,,,,0,0,2,0.195,5,0.078,,,
2025-02-01,2025-02-28,"Prírodná sila pre zdravú pôdu",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,1.4,,,,,,4.034582,347,314,1.105096,3,0.466667,0.864553,0.955414,1,1.4,25.84,0,0,2,0.7,5,0.28,,,1
2025-02-01,2025-02-28,"Hydrohumat aktivuje pôdu cena",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,1.32,,,,,,3.062645,431,391,1.102302,10,0.132,2.320186,2.557545,,,,0,0,5,0.264,11,0.12,,,
2025-02-01,2025-02-28,"Zdravá pôda, silné rastliny",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,7.92,,,,,,3.782235,2094,1457,1.4372,40,0.198,1.91022,2.12766,,,,0,0,28,0.282857,45,0.176,,,1
2025-02-01,2025-02-28,"Prírodná sila pre zdravú pôdu",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,1.84,,,,,,3.841336,479,398,1.203518,8,0.23,1.670146,1.758794,,,,0,0,2,0.92,10,0.184,,,
2025-02-01,2025-02-28,"Hydrohumat aktivuje pôdu cena",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,1.22,,,,,,3.8125,320,279,1.146953,12,0.101667,3.75,3.225806,,,,0,0,2,0.61,13,0.093846,,1,
2025-02-01,2025-02-28,"Prírodná sila pre zdravú pôdu",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,1.22,,,,,,3.51585,347,304,1.141447,8,0.1525,2.305476,2.631579,,,,0,0,5,0.244,9,0.135556,,,
2025-02-01,2025-02-28,"Zdravá pôda, silné rastliny",sanaplant_conversion_hydrohumat,inactive,2025-02-24,Prebieha,3,Denne,8.31,,,,,,3.419753,2430,1692,1.43617,47,0.176809,1.934156,2.541371,,,,0,0,31,0.268065,55,0.151091,,1,
2025-02-01,2025-02-28,"Vyhrajte frigomax",sanaplant_boosting,inactive,2025-02-26,2025-03-06,40,Celkový,10.69,,,,,,2.493004,4288,2511,1.707686,,,,,,,,0,0,,,245,0.043633,89,,31
2025-02-01,2025-02-28,"Šikovný gazda",sanaplant_boosting,inactive,2025-02-28,2025-02-28,20,Celkový,20,,,,,,2.236386,8943,7629,1.172238,37,0.540541,0.413731,0.471884,5,4,41.12,0,0,20,1,165,0.121212,1,2,4
